Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
623,spine,624,Quadrophenia,Franc Roddam,United Kingdom,1979,[四重人格 Quadrophenia](https://movie.douban.com/subject/1452648/),1979,7.9,"导演: 弗兰克·罗达姆, 类型: 犯罪, 地区: 英国"
624,spine,625,Eating Raoul,Paul Bartel,United States,1982,[食用雷欧 Eating Raoul](https://movie.douban.com/subject/2051943/),1982,7.0,"导演: 保罗·巴特尔, 类型: 喜剧, 地区: 美国"
625,spine,626,Les visiteurs du soir,Marcel Carné,France,1942,[夜间来客 Les Visiteurs du soir](https://movie.douban.com/subject/1470768/),1942,7.3,"导演: 马塞尔·卡尔内, 类型: 剧情, 地区: 法国"
626,spine,627,The Game,David Fincher,United States,1997,[心理游戏 The Game](https://movie.douban.com/subject/1296384/),1997,7.7,"导演: 大卫·芬奇, 类型: 剧情, 地区: 美国"
627,spine,628,The Forgiveness of Blood,Joshua Marston,United States,2011,[血腥的宽恕 The Forgiveness of Blood](https://movie.douban.com/subject/5937923/),2011,7.1,"导演: 乔舒亚·马斯顿, 类型: 剧情, 地区: 美国/阿尔巴尼亚/丹麦/意大利"
628,spine,629,Sunday Bloody Sunday,John Schlesinger,United Kingdom,1971,[血腥星期天 Sunday Bloody Sunday](https://movie.douban.com/subject/1294730/),1971,7.2,"导演: 约翰·施莱辛格, 类型: 剧情, 地区: 英国"
629,spine,630,Rosemary’s Baby,Roman Polanski,United States,1968,[罗斯玛丽的婴儿 Rosemary's Baby](https://movie.douban.com/subject/1293852/),1968,8.2,"导演: 罗曼·波兰斯基, 类型: 剧情, 地区: 美国"
630,spine-boxsets,631,Trilogy of Life, , , , , , , 
631,spine,632,The Decameron,Pier Paolo Pasolini,Italy,1971,[十日谈 Il Decameron](https://movie.douban.com/subject/1299990/),1971,7.5,"导演: 皮埃尔·保罗·帕索里尼, 类型: 剧情, 地区: 意大利/法国/西德"
632,spine,633,The Canterbury Tales,Pier Paolo Pasolini,Italy,1972,[坎特伯雷故事集 I racconti di Canterbury](https://movie.douban.com/subject/1303731/),1972,7.3,"导演: 皮埃尔·保罗·帕索里尼, 类型: 剧情, 地区: 意大利/法国"
633,spine,634,Arabian Nights,Pier Paolo Pasolini,Italy,1974,[一千零一夜 Il fiore delle mille e una notte](https://movie.douban.com/subject/1294654/),1974,7.4,"导演: 皮埃尔·保罗·帕索里尼, 类型: 剧情, 地区: 意大利/法国"
634,spine,635,Weekend,Jean-Luc Godard,France,1967,[周末 Week End](https://movie.douban.com/subject/1296338/),1967,8.0,"导演: 让-吕克·戈达尔, 类型: 喜剧, 地区: 法国/意大利"
635,spine,636,Heaven’s Gate,Michael Cimino,United States,1980,[天堂之门 Heaven's Gate](https://movie.douban.com/subject/1295905/),1980,7.2,"导演: 迈克尔·西米诺, 类型: 剧情, 地区: 美国"
636,spine,637,Purple Noon,René Clément,France,1960,[怒海沉尸 Plein soleil](https://movie.douban.com/subject/1305080/),1960,8.1,"导演: 雷内·克莱芒, 类型: 犯罪, 地区: 法国/意大利"
637,spine,638,Following,Christopher Nolan,United Kingdom,1999,[追随 Following](https://movie.douban.com/subject/1397546/),1998,8.9,"导演: 克里斯托弗·诺兰, 类型: 犯罪, 地区: 英国"
638,spine-boxsets,639,The Qatsi Trilogy, , , , , , , 
639,spine,640,Koyaanisqatsi,Godfrey Reggio,United States,1983,[失衡生活 Koyaanisqatsi](https://movie.douban.com/subject/1298202/),1982,8.7,"导演: 高佛雷·雷吉奥, 类型: 纪录片, 地区: 美国"
640,spine,641,Powaqqatsi,Godfrey Reggio,United States,1988,[变形生活 Powaqqatsi](https://movie.douban.com/subject/1307260/),1988,7.8,"导演: 高佛雷·雷吉奥, 类型: 纪录片, 地区: 美国"
641,spine,642,Naqoyqatsi,Godfrey Reggio,United States,2002,[战争生活 Naqoyqatsi](https://movie.douban.com/subject/1305549/),2002,7.5,"导演: 高佛雷·雷吉奥, 类型: 纪录片, 地区: 美国"
642,spine,643,The Man Who Knew Too Much,Alfred Hitchcock,United Kingdom,1934,[擒凶记 The Man Who Knew Too Much](https://movie.douban.com/subject/1297253/),1934,6.9,"导演: 阿尔弗雷德·希区柯克, 类型: 悬疑, 地区: 英国"
643,spine,644,Pina,Wim Wenders,Germany,2011,[皮娜 Pina](https://movie.douban.com/subject/3742993/),2011,8.8,"导演: 维姆·文德斯, 类型: 纪录片, 地区: 德国/法国/英国"
644,spine,645,The Ballad of Narayama,Keisuke Kinoshita,Japan,1958,[楢山节考 楢山節考](https://movie.douban.com/subject/1294737/),1958,8.7,"导演: 木下惠介, 类型: 剧情, 地区: 日本"
645,spine,646,The Kid with a Bike,Jean-Pierre Dardenne and Luc Dardenne,Belgium,2011,[单车少年 Le gamin au vélo](https://movie.douban.com/subject/5972040/),2011,8.2,"导演: 让-皮埃尔·达内, 类型: 剧情, 地区: 比利时/法国/意大利"
646,spine,647,On the Waterfront,Elia Kazan,United States,1954,[码头风云 On the Waterfront](https://movie.douban.com/subject/1292521/),1954,7.9,"导演: 伊利亚·卡赞, 类型: 犯罪, 地区: 美国"
647,spine,648,Chronicle of a Summer,Jean Rouch and Edgar Morin,France,1961,[夏日纪事 Chronique d'un été (Paris 1960)](https://movie.douban.com/subject/1421292/),1961,8.1,"导演: 让·鲁什, 类型: 纪录片, 地区: 法国"
648,spine,649,Ministry of Fear,Fritz Lang,United States,1944,[恐怖内阁 Ministry of Fear](https://movie.douban.com/subject/1294384/),1944,6.7,"导演: 弗里茨·朗, 类型: 剧情, 地区: 美国"
649,spine,650,A Man Escaped,Robert Bresson,France,1956,[死囚越狱 Un Condamné à mort s'est échappé](https://movie.douban.com/subject/1303562/),1956,8.5,"导演: 罗伯特·布列松, 类型: 剧情, 地区: 法国"
650,spine,651,Badlands,Terrence Malick,United States,1973,[穷山恶水 Badlands](https://movie.douban.com/subject/1297422/),1973,7.9,"导演: 泰伦斯·马力克, 类型: 犯罪, 地区: 美国"
651,spine,652,Monsieur Verdoux,Charles Chaplin,United States,1947,[凡尔杜先生 Monsieur Verdoux](https://movie.douban.com/subject/1294047/),1947,8.8,"导演: 查理·卓别林, 类型: 喜剧, 地区: 美国"
652,spine,653,Gate of Hell,Teinosuke Kinugasa,Japan,1953,[地狱门 地獄門](https://movie.douban.com/subject/1295914/),1953,7.4,"导演: 衣笠贞之助, 类型: 剧情, 地区: 日本"
653,spine,654,Repo Man,Alex Cox,United States,1984,[追讨者 Repo Man](https://movie.douban.com/subject/1304697/),1984,7.0,"导演: 亚力克斯·考克斯, 类型: 动作, 地区: 美国"
654,spine-boxsets,655,Pierre Etaix, , , , , , , 
655,spine,656,Jubal,Delmer Daves,United States,1956,[远走高飞 Jubal](https://movie.douban.com/subject/3620526/),1956,6.8,"导演: 德尔默·戴夫斯, 类型: 西部, 地区: 美国"
656,spine,657,3:10 to Yuma,Delmer Daves,United States,1957,[决斗尤玛镇 3:10 to Yuma](https://movie.douban.com/subject/1296962/),1957,7.8,"导演: 德尔默·戴夫斯, 类型: 剧情, 地区: 美国"
657,spine,658,Medium Cool,Haskell Wexler,United States,1969,[冷酷媒体 Medium Cool](https://movie.douban.com/subject/1304516/),1970,7.3,"导演: 哈斯克尔·韦克斯勒, 类型: 剧情, 地区: 美国"
658,spine,659,Life Is Sweet,Mike Leigh,United Kingdom,1990,[生活是甜蜜的 Life Is Sweet](https://movie.douban.com/subject/1297313/),1990,7.5,"导演: 迈克·李, 类型: 喜剧, 地区: 英国"
659,spine,660,Things to Come,William Cameron Menzies,United Kingdom,1936,[笃定发生 Things to Come](https://movie.douban.com/subject/1293166/),1936,7.3,"导演: 威廉·卡梅伦·孟席斯, 类型: 剧情, 地区: 英国"
660,spine,661,Marketa Lazarová,František Vláčil,Czechoslovakia,1967,[乱世英豪 Marketa Lazarová](https://movie.douban.com/subject/1306847/),1967,8.0,"导演: 法兰提塞·维拉席, 类型: 剧情, 地区: 捷克斯洛伐克"
661,spine,662,Safety Last!,Fred Newmeyer and Sam Taylor,United States,1923,[安全至下 Safety Last!](https://movie.douban.com/subject/1303388/),1923,8.9,"导演: 弗雷德·C·纽迈尔, 类型: 喜剧, 地区: 美国"
662,spine,663,Shoah,Claude Lanzmann,France,1985,[浩劫 Shoah](https://movie.douban.com/subject/1303328/),1985,8.9,"导演: 克洛德·朗兹曼, 类型: 纪录片, 地区: 法国"
663,spine,664,The Life of Oharu,Kenji Mizoguchi,Japan,1952,[西鹤一代女 西鶴一代女](https://movie.douban.com/subject/1303603/),1952,8.3,"导演: 沟口健二, 类型: 剧情, 地区: 日本"
664,spine,665,Babette’s Feast,Gabriel Axel,Denmark,1987,[巴贝特之宴 Babettes gæstebud](https://movie.douban.com/subject/1292278/),1987,8.4,"导演: 加布里埃尔·阿克谢, 类型: 剧情, 地区: 丹麦"
665,spine,666,The Devil’s Backbone,Guillermo del Toro,Mexico,2001,[鬼童院 El espinazo del diablo](https://movie.douban.com/subject/1304044/),2001,7.2,"导演: 吉尔莫·德尔·托罗, 类型: 奇幻, 地区: 西班牙/墨西哥"
666,spine,667,Seconds,John Frankenheimer,United States,1966,[第二生命 Seconds](https://movie.douban.com/subject/1294877/),1966,7.9,"导演: 约翰·弗兰克海默, 类型: 科幻, 地区: 美国"
667,spine,668,The Big City,Satyajit Ray,India,1963,[大都会 মহানগর](https://movie.douban.com/subject/1296310/),1963,8.2,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
668,spine,669,Charulata,Satyajit Ray,India,1964,[孤独的妻子 চারুলতা](https://movie.douban.com/subject/1468782/),1964,7.9,"导演: 萨蒂亚吉特·雷伊, 类型: 剧情, 地区: 印度"
669,spine,670,To Be or Not to Be,Ernst Lubitsch,United States,1942,[你逃我也逃 To Be or Not to Be](https://movie.douban.com/subject/1303418/),1942,9.3,"导演: 恩斯特·刘别谦, 类型: 喜剧, 地区: 美国"
670,spine,671,La Cage aux Folles,Edouard Molinaro,France,1978,[一笼傻鸟 La Cage Aux Folles](https://movie.douban.com/subject/1292791/),1978,7.5,"导演: 埃德沃德·莫利纳罗, 类型: 喜剧, 地区: 法国/意大利"
671,spine-boxsets,672,3 Films by Roberto Rossellini Starring Ingrid Bergman, , , , , , , 
672,spine,673,Stromboli,Roberto Rossellini,Italy,1950,[火山边缘之恋 Stromboli](https://movie.douban.com/subject/1294382/),1950,8.0,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利/美国"
673,spine,674,Europe ’51,Roberto Rossellini,Italy,1952,[一九五一年的欧洲 Europa '51](https://movie.douban.com/subject/1293321/),1952,8.0,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利"
674,spine,675,Journey to Italy,Roberto Rossellini,Italy,1954,[游览意大利 Viaggio in Italia](https://movie.douban.com/subject/1303576/),1954,7.8,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 法国/意大利"
675,spine,676,I Married a Witch,René Clair,United States,1942,[风流女妖 I Married a Witch](https://movie.douban.com/subject/1439542/),1942,7.2,"导演: 雷内·克莱尔, 类型: 喜剧, 地区: 美国"
676,spine,677,The Uninvited,Lewis Allen,United States,1944,[不速之客 The Uninvited](https://movie.douban.com/subject/1293857/),1944,6.5,"导演: 刘易斯·艾伦, 类型: 奇幻, 地区: 美国"
677,spine,678,La notte,Michelangelo Antonioni,Italy,1961,[夜 La notte](https://movie.douban.com/subject/1361252/),1961,8.8,"导演: 米开朗基罗·安东尼奥尼, 类型: 剧情, 地区: 意大利/法国"
678,spine-boxsets,679,Zatoichi: The Blind Swordsman, , , , , , , 
679,spine,680,City Lights,Charles Chaplin,United States,1931,[城市之光 City Lights](https://movie.douban.com/subject/1293908/),1931,9.3,"导演: 查理·卓别林, 类型: 喜剧, 地区: 美国"
680,spine,681,Frances Ha,Noah Baumbach,United States,2013,[弗兰西丝·哈 Frances Ha](https://movie.douban.com/subject/11527487/),2012,8.5,"导演: 诺亚·鲍姆巴赫, 类型: 剧情, 地区: 美国"
681,spine,682,Investigation of a Citizen Above Suspicion,Elio Petri,Italy,1970,[对一个不容怀疑的公民的调查 Indagine su un cittadino al di sopra di ogni sospetto](https://movie.douban.com/subject/1303078/),1970,7.8,"导演: 埃里奥·贝多利, 类型: 剧情, 地区: 意大利"
682,spine,683,Nashville,Robert Altman,United States,1975,[纳什维尔 Nashville](https://movie.douban.com/subject/1293037/),1975,8.2,"导演: 罗伯特·奥特曼, 类型: 剧情, 地区: 美国"
683,spine-boxsets,684,Martin Scorsese’s World Cinema Project No. 1, , , , , , , 
684,spine,685,Touki bouki,Djibril Diop Mambéty,Senegal,1973,[土狼之旅 Touki Bouki](https://movie.douban.com/subject/1424576/),1973,7.6,"导演: 吉布里尔·迪奥普·曼贝蒂, 类型: 剧情, 地区: 塞内加尔"
685,spine,686,Redes,Emilio Gómez Muriel…,Mexico,1936,[浪潮 Redes](https://movie.douban.com/subject/3162784/),1936,6.6,"导演: Emilio Gómez Muriel, 类型: 剧情, 地区: 墨西哥"
686,spine,687,A River Called Titas,Ritwik Ghatak,Bangladesh,1973,[一条叫做底塔斯的河 তিতাস একটি নদীর নাম](https://movie.douban.com/subject/1782378/),1973,7.9,"导演: 李维克·伽塔克, 类型: 剧情, 地区: 印度/孟加拉国"
687,spine,688,Dry Summer,Metin Erksan,Turkey,1964,[干涸的夏天 Susuz yaz](https://movie.douban.com/subject/1299807/),1963,7.3,"导演: 梅廷·埃尔克桑, 类型: 剧情, 地区: 土耳其"
688,spine,689,Trances,Ahmed El Maanouni,Morocco,1981,[出神 Trances](https://movie.douban.com/subject/4005490/),1981,6.1,"导演: Ahmed El Maanouni, 类型: 歌舞, 地区: 摩洛哥/法国"
689,spine,690,The Housemaid,Kim Ki-young,South Korea,1960,[下女 하녀](https://movie.douban.com/subject/1401523/),1960,7.2,"导演: 金绮泳, 类型: 剧情, 地区: 韩国"
690,spine,691,Thief,Michael Mann,United States,1981,[大盗独行 Thief](https://movie.douban.com/subject/1292887/),1981,7.5,"导演: 迈克尔·曼, 类型: 动作, 地区: 美国"
691,spine,692,"It’s a Mad, Mad, Mad, Mad World",Stanley Kramer,United States,1963,[疯狂世界 It's a Mad Mad Mad Mad World](https://movie.douban.com/subject/1293508/),1963,7.5,"导演: 斯坦利·克雷默, 类型: 冒险, 地区: 美国"
692,spine,693,La vie de bohème,Aki Kaurismäki,Finland,1992,[波希米亚生活 La vie de bohème](https://movie.douban.com/subject/1299877/),1992,8.3,"导演: 阿基·考里斯马基, 类型: 剧情, 地区: 芬兰/法国/瑞典/德国"
693,spine,694,The Long Day Closes,Terence Davies,United Kingdom,1992,[漫长的一天结束了 The Long Day Closes](https://movie.douban.com/subject/2042560/),1992,7.5,"导演: 特伦斯·戴维斯, 类型: 传记, 地区: 英国"
694,spine,695,Blue Is the Warmest Color,Abdellatif Kechiche,France,2013,[阿黛尔的生活 La Vie d'Adèle](https://movie.douban.com/subject/10535568/),2013,8.4,"导演: 阿布戴·柯西胥, 类型: 剧情, 地区: 法国/比利时/西班牙"
695,spine,696,Foreign Correspondent,Alfred Hitchcock,United States,1940,[海外特派员 Foreign Correspondent](https://movie.douban.com/subject/1295082/),1940,7.1,"导演: 阿尔弗雷德·希区柯克, 类型: 悬疑, 地区: 美国"
696,spine,697,Tess,Roman Polanski,United Kingdom,1979,[苔丝 Tess](https://movie.douban.com/subject/1291872/),1979,8.2,"导演: 罗曼·波兰斯基, 类型: 剧情, 地区: 英国/法国"
697,spine,698,King of the Hill,Steven Soderbergh,United States,1993,[山丘之王 King of the Hill](https://movie.douban.com/subject/1299830/),1993,8.0,"导演: 史蒂文·索德伯格, 类型: 剧情, 地区: 美国"
698,spine,699,A Brief History of Time,Errol Morris,United States,1991,[时间简史 A Brief History of Time](https://movie.douban.com/subject/1422895/),1991,7.3,"导演: 埃罗尔·莫里斯, 类型: 纪录片, 地区: 英国/日本/美国"
699,spine,700,Fantastic Mr. Fox,Wes Anderson,United States,2009,[了不起的狐狸爸爸 Fantastic Mr. Fox](https://movie.douban.com/subject/1759386/),2009,8.6,"导演: 韦斯·安德森, 类型: 喜剧, 地区: 美国"
700,spine,701,Persona,Ingmar Bergman,Sweden,1966,[假面 Persona](https://movie.douban.com/subject/1294438/),1966,8.8,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
701,spine,702,The Great Beauty,Paolo Sorrentino,Italy,2013,[绝美之城 La grande bellezza](https://movie.douban.com/subject/10760030/),2013,8.2,"导演: 保罗·索伦蒂诺, 类型: 剧情, 地区: 意大利/法国"
702,spine,703,The Freshman,Sam Taylor and Fred Newmeyer,United States,1925,[新生 The Freshman](https://movie.douban.com/subject/1303409/),1925,7.6,"导演: 弗雷德·C·纽迈尔, 类型: 喜剧, 地区: 美国"
703,spine,704,Riot in Cell Block 11,Don Siegel,United States,1954,[牢狱大暴动 Riot in Cell Block 11](https://movie.douban.com/subject/4250015/),1954,6.7,"导演: 唐·希格尔, 类型: 剧情, 地区: 美国"
704,spine,705,Breaking the Waves,Lars von Trier,Denmark,1996,[破浪 Breaking the Waves](https://movie.douban.com/subject/1292468/),1996,8.1,"导演: 拉斯·冯·提尔, 类型: 剧情, 地区: 丹麦/瑞典/法国/荷兰/挪威/冰岛/西班牙/英国"
705,spine,706,Master of the House,Carl Th. Dreyer,Denmark,1925,[一屋之主 Du skal ære din hustru](https://movie.douban.com/subject/1506869/),1926,7.2,"导演: 卡尔·西奥多·德莱叶, 类型: 剧情, 地区: 丹麦"
706,spine,707,Il sorpasso,Dino Risi,Italy,1962,[安逸人生 Il Sorpasso](https://movie.douban.com/subject/1979027/),1962,8.0,"导演: 迪诺·里西, 类型: 剧情, 地区: 意大利"
707,spine,708,Like Someone in Love,Abbas Kiarostami,Japan,2012,[如沐爱河 Like Someone in Love](https://movie.douban.com/subject/5995338/),2012,7.7,"导演: 阿巴斯·基亚罗斯塔米, 类型: 剧情, 地区: 法国/日本"
708,spine,709,Red River,Howard Hawks,United States,1948,[红河 Red River](https://movie.douban.com/subject/1292565/),1948,8.2,"导演: 霍华德·霍克斯, 类型: 西部, 地区: 美国"
709,spine,710,Judex,Georges Franju,France,1963,[审判者 Judex](https://movie.douban.com/subject/1476649/),1963,7.0,"导演: 乔治·弗朗叙, 类型: 动作, 地区: 法国/意大利"
710,spine,711,A Hard Day’s Night,Richard Lester,United Kingdom,1964,[一夜狂欢 A Hard Day's Night](https://movie.douban.com/subject/1298566/),1964,8.5,"导演: 理查德·莱斯特, 类型: 喜剧, 地区: 英国"
711,spine,712,Scanners,David Cronenberg,Canada,1981,[夺命凶灵 Scanners](https://movie.douban.com/subject/1302481/),1981,7.0,"导演: 大卫·柯南伯格, 类型: 恐怖, 地区: 加拿大"
712,spine-boxsets,713,The Essential Jacques Demy, , , , , , , 
713,spine,714,Lola,Jacques Demy,France,1961,[萝拉 Lola](https://movie.douban.com/subject/1471815/),1961,7.9,"导演: 雅克·德米, 类型: 剧情, 地区: 法国/意大利"
714,spine,715,Bay of Angels,Jacques Demy,France,1963,[天使湾 La baie des anges](https://movie.douban.com/subject/1401908/),1963,7.3,"导演: 雅克·德米, 类型: 剧情, 地区: 法国"
715,spine,716,The Umbrellas of Cherbourg,Jacques Demy,France,1964,[瑟堡的雨伞 Les parapluies de Cherbourg](https://movie.douban.com/subject/1301646/),1964,7.8,"导演: 雅克·德米, 类型: 剧情, 地区: 法国/西德"
716,spine,717,The Young Girls of Rochefort,Jacques Demy,France,1967,[柳媚花娇 Les Demoiselles de Rochefort](https://movie.douban.com/subject/1301648/),1967,8.0,"导演: 雅克·德米, 类型: 剧情, 地区: 法国"
717,spine,718,Donkey Skin,Jacques Demy,France,1970,[驴皮公主 Peau d'âne](https://movie.douban.com/subject/1301656/),1970,7.1,"导演: 雅克·德米, 类型: 剧情, 地区: 法国"
718,spine,719,Une chambre en ville,Jacques Demy,France,1982,[城里的房间 Une chambre en ville](https://movie.douban.com/subject/2969886/),1982,6.6,"导演: 雅克·德米, 类型: 剧情, 地区: 法国"
719,spine,720,The Big Chill,Lawrence Kasdan,United States,1983,[大寒 The Big Chill](https://movie.douban.com/subject/1293796/),1983,6.8,"导演: 劳伦斯·卡斯丹, 类型: 喜剧, 地区: 美国"
720,spine,721,Love Streams,John Cassavetes,United States,1984,[爱的激流 Love Streams](https://movie.douban.com/subject/1303532/),1984,8.1,"导演: 约翰·卡萨维蒂, 类型: 喜剧, 地区: 美国"
721,spine,722,Tie Me Up! Tie Me Down!,Pedro Almodóvar,Spain,1990,[捆着我，绑着我 ¡Átame!](https://movie.douban.com/subject/1294315/),1990,7.5,"导演: 佩德罗·阿莫多瓦, 类型: 剧情, 地区: 西班牙"
722,spine,723,Y tu mamá también,Alfonso Cuarón,Mexico,2001,[你妈妈也一样 Y tu mamá también](https://movie.douban.com/subject/1303333/),2001,7.6,"导演: 阿方索·卡隆, 类型: 剧情, 地区: 墨西哥"
723,spine,724,All That Jazz,Bob Fosse,United States,1979,[爵士春秋 All That Jazz](https://movie.douban.com/subject/1299330/),1979,8.5,"导演: 鲍勃·福斯, 类型: 剧情, 地区: 美国"
724,spine,725,Eraserhead,David Lynch,United States,1977,[橡皮头 Eraserhead](https://movie.douban.com/subject/1293925/),1977,7.9,"导演: 大卫·林奇, 类型: 奇幻, 地区: 美国"
725,spine,726,Macbeth,Roman Polanski,United Kingdom,1971,[麦克白 The Tragedy of Macbeth](https://movie.douban.com/subject/1437096/),1971,7.9,"导演: 罗曼·波兰斯基, 类型: 剧情, 地区: 美国"
726,spine,727,The Innocents,Jack Clayton,United States,1961,[无辜的人 The Innocents](https://movie.douban.com/subject/1294825/),1961,7.9,"导演: 杰克·克莱顿, 类型: 恐怖, 地区: 英国"
727,spine,728,Sundays and Cybèle,Serge Bourguignon,France,1962,[花落莺啼春 Les dimanches de Ville d'Avray](https://movie.douban.com/subject/1303087/),1962,8.2,"导演: 塞基·鲍格农, 类型: 剧情, 地区: 法国"
728,spine-boxsets,729,The Complete Jacques Tati, , , , , , , 
729,spine,730,Jour de fête,Jacques Tati,France,1949,[节日 Jour de fête](https://movie.douban.com/subject/1424620/),1949,7.6,"导演: 雅克·塔蒂, 类型: 喜剧, 地区: 法国"
730,spine,731,Parade,Jacques Tati,France,1974,[游行 Parade](https://movie.douban.com/subject/2007353/),1974,7.4,"导演: 雅克·塔蒂, 类型: 剧情, 地区: 法国"
731,spine,732,My Darling Clementine,John Ford,United States,1946,[侠骨柔情 My Darling Clementine](https://movie.douban.com/subject/1299733/),1946,7.9,"导演: 约翰·福特, 类型: 剧情, 地区: 美国"
732,spine,733,La dolce vita,Federico Fellini,Italy,1960,[甜蜜的生活 La dolce vita](https://movie.douban.com/subject/1293271/),1960,8.6,"导演: 费德里科·费里尼, 类型: 剧情, 地区: 意大利/法国"
733,spine,734,The Shooting,Monte Hellman,United States,1966,[射击 The Shooting](https://movie.douban.com/subject/1300812/),1966,7.0,"导演: 蒙特·赫尔曼, 类型: 西部, 地区: 美国"
734,spine,735,Ride in the Whirlwind,Monte Hellman,United States,1966,[旋风骑士 Ride In The Whirlwind](https://movie.douban.com/subject/1958466/),1966,7.1,"导演: 蒙特·赫尔曼, 类型: 西部, 地区: 美国"
735,spine,736,It Happened One Night,Frank Capra,United States,1934,[一夜风流 It Happened One Night](https://movie.douban.com/subject/1295684/),1934,8.8,"导演: 弗兰克·卡普拉, 类型: 喜剧, 地区: 美国"
736,spine-films,737,Les Blank: Always for Pleasure,Les Blank,United States,1968, , , , 
737,spine,738,Tootsie,Sydney Pollack,United States,1982,[窈窕淑男 Tootsie](https://movie.douban.com/subject/1297737/),1982,8.1,"导演: 西德尼·波拉克, 类型: 喜剧, 地区: 美国"
738,spine,739,Safe,Todd Haynes,United States,1995,[安然无恙 Safe](https://movie.douban.com/subject/1308422/),1995,7.3,"导演: 托德·海因斯, 类型: 剧情, 地区: 英国/美国"
739,spine,740,The Bitter Tears of Petra von Kant,Rainer Werner Fassbinder,West Germany,1972,[柏蒂娜的苦泪 Die bitteren Tränen der Petra von Kant](https://movie.douban.com/subject/1293230/),1972,7.8,"导演: 赖纳·维尔纳·法斯宾德, 类型: 剧情, 地区: 西德"
740,spine,741,My Winnipeg,Guy Maddin,Canada,2007,[我的温尼伯 My Winnipeg](https://movie.douban.com/subject/2285468/),2007,8.1,"导演: 盖伊·马丁, 类型: 纪录片, 地区: 加拿大"
741,spine,742,The Palm Beach Story,Preston Sturges,United States,1942,[棕榈滩的故事 The Palm Beach Story](https://movie.douban.com/subject/1303417/),1942,6.8,"导演: 普莱斯顿·斯特奇斯, 类型: 爱情, 地区: 美国"
742,spine,743,La Ciénaga,Lucrecia Martel,Argentina,2001,[沼泽 La Ciénaga](https://movie.douban.com/subject/1420225/),2001,7.9,"导演: 卢奎西亚·马特尔, 类型: 剧情, 地区: 阿根廷/法国/西班牙"
743,spine,744,Every Man for Himself,Jean-Luc Godard,France,1980,[各自逃生 Sauve qui peut (la vie)](https://movie.douban.com/subject/1401513/),1980,7.6,"导演: 让-吕克·戈达尔, 类型: 剧情, 地区: 法国/奥地利/西德/瑞士"
744,spine,745,Don’t Look Now,Nicolas Roeg,United Kingdom,1973,[威尼斯疑魂 Don't Look Now](https://movie.douban.com/subject/1302294/),1973,7.2,"导演: 尼古拉斯·罗伊格, 类型: 剧情, 地区: 英国/意大利"
745,spine,746,A Day in the Country,Jean Renoir,France,1936,[乡间一日 Une Partie de Campagne](https://movie.douban.com/subject/1401585/),1946,7.9,"导演: 让·雷诺阿, 类型: 剧情, 地区: 法国"
746,spine,747,Fellini Satyricon,Federico Fellini,Italy,1969,[爱情神话 Fellini - Satyricon](https://movie.douban.com/subject/1293358/),1969,7.7,"导演: 费德里科·费里尼, 类型: 剧情, 地区: 意大利/法国"
747,spine,748,Watership Down,Martin Rosen,United Kingdom,1978,[沃特希普高地 Watership Down](https://movie.douban.com/subject/1296344/),1978,8.0,"导演: 马丁·罗森, 类型: 剧情, 地区: 英国"
748,spine,749,The Soft Skin,François Truffaut,France,1964,[柔肤 La peau douce](https://movie.douban.com/subject/1297046/),1964,7.5,"导演: 弗朗索瓦·特吕弗, 类型: 剧情, 地区: 法国/葡萄牙"
749,spine,750,Ride the Pink Horse,Robert Montgomery,United States,1947,[血洒胭脂马 Ride the Pink Horse](https://movie.douban.com/subject/1299470/),1947,6.2,"导演: 罗伯特·蒙哥马利, 类型: 剧情, 地区: 美国"
750,spine,751,Gates of Heaven,Errol Morris,United States,1978,[天堂之门 Gates of Heaven](https://movie.douban.com/subject/1300179/),1978,7.4,"导演: 埃罗尔·莫里斯, 类型: 纪录片, 地区: 美国"
751,spine,752,"Vernon, Florida",Errol Morris,United States,1981,"[弗农，佛罗里达 Vernon, Florida](https://movie.douban.com/subject/1434179/)",1982,7.6,"导演: 埃罗尔 莫里斯 (Errol Morris), 类型: 纪录片, 地区: 美国/西德"
752,spine,753,The Thin Blue Line,Errol Morris,United States,1988,[细细的蓝线 The Thin Blue Line](https://movie.douban.com/subject/1296388/),1988,8.1,"导演: 埃罗尔·莫里斯, 类型: 纪录片, 地区: 美国"
753,spine,754,Odd Man Out,Carol Reed,United Kingdom,1947,[虎胆忠魂 Odd Man Out](https://movie.douban.com/subject/1300356/),1947,7.7,"导演: 卡罗尔·里德, 类型: 犯罪, 地区: 英国"
754,spine,755,Le silence de la mer,Jean-Pierre Melville,France,1949,[海的沉默 Le silence de la mer](https://movie.douban.com/subject/1466403/),1949,8.0,"导演: 让-皮埃尔·梅尔维尔, 类型: 剧情, 地区: 法国"
755,spine,756,Limelight,Charles Chaplin,United States,1952,[舞台春秋 Limelight](https://movie.douban.com/subject/1296659/),1952,8.9,"导演: 查理·卓别林, 类型: 喜剧, 地区: 美国"
